chunky_result_avg_impr,Kb,P,dw_result_pct_global,local_result_avg_scans,dw_result_step_conf,chunky_result_impr_conf,dw_result_fit_conf,local_result_pct_global,local_result_step_conf,D,chunky_result_avg_scans,chunky_result_avg_steps,dw_result_nonglobal_fit,dw_result_norm_fit,local_result_nonglobal_conf,dw_result_scan_conf,local_result_norm_fit,chunky_result_step_conf,dw_result_avg_impr,dw_result_avg_steps,local_result_scan_conf,chunky_result_pct_global,chunky_result_norm_fit,local_result_avg_impr,dw_result_nonglobal_conf,chunky_result_fit_conf,chunky_result_nonglobal_fit,local_result_avg_steps,local_result_fit_conf,dw_result_impr_conf,chunky_result_scan_conf,ss_prob,Kw,local_result_nonglobal_fit,local_result_impr_conf,dw_result_avg_scans,chunky_result_nonglobal_conf,threshold
0.26220962334,0.25,2,0.6285,7.137,0.0314948037613,0.00311624225317,0.00092288372995,0.3661,0.0304613888452,3,27.7306,8.3186,0.926782642625,0.972799751735,0.00174251684331,0.0143637087245,0.932945450792,0.0374309956554,0.296727946664,3.1418,0.0858418340147,0.3725,0.938281428411,0.256873645721,0.00163934778462,0.00138675890531,0.901643710616,3.5341,0.00148918517502,0.00309204886154,0.103450474289,0.75,0.75,0.894219042107,0.00316881510903,15.7796,0.00163642504492,4
0.267101410253,0.25,2,0.6007,11.655,0.0384537103757,0.00275143895362,0.000805275050367,0.3188,0.0387566874709,4,44.4605,10.3471,0.94228644301,0.976954976694,0.00158135621782,0.0508905361657,0.939108941118,0.0443997159592,0.300559602652,4.4613,0.131143491269,0.3363,0.943496784295,0.262713567076,0.0014636829795,0.00128512192446,0.914866331618,4.6887,0.00135166072884,0.00264122419575,0.153305719163,0.75,0.75,0.910612068581,0.00275639951973,31.0452,0.00152920577097,4
0.256633963848,0.25,2,0.2641,12.909,0.0405521085739,0.00252204160302,0.000977267973185,0.0998,0.0393264813051,5,63.7226,12.0719,0.930187341824,0.948624864848,0.00134049465446,0.149995448991,0.896984365122,0.0498454608277,0.300001321399,4.8373,0.161310742786,0.1112,0.905257507297,0.248360821673,0.00104480391438,0.00132920429587,0.893404036113,4.6257,0.00138135432515,0.00242934597953,0.199691024396,0.75,0.75,0.885563613777,0.00256230076738,60.4035,0.00130015076528,4
0.256307821117,0.25,3,0.4327,7.4,0.0300566865039,0.00316101645585,0.00134000080991,0.4179,0.0313421281668,2,27.5625,8.3267,0.909846557011,0.948855951792,0.00181112753383,0.0135834121615,0.943975579728,0.0367466779937,0.259899881836,2.7536,0.0863709272463,0.4142,0.945263891074,0.255019509771,0.00178828236654,0.00137243278316,0.906561780597,3.6374,0.00140608752985,0.00308131505337,0.100184084903,0.75,0.75,0.9037546465,0.00315664174406,10.7697,0.0017656310152,4
0.272548957106,0.25,3,0.2721,12.6075,0.0391939609749,0.00262491650186,0.00114729051263,0.1905,0.0401777975603,3,52.2483,11.0404,0.919738630174,0.941577748904,0.00144760518835,0.0162668495606,0.917652120736,0.0446092533491,0.281876053491,4.3023,0.146224360288,0.2454,0.932250652519,0.257950425324,0.00124868328182,0.00126924595921,0.910218198408,4.7843,0.00140934591033,0.00258029084653,0.162164360432,0.75,0.75,0.898273157179,0.00263863098534,22.979,0.00134985889939,4
0.266283951972,0.25,3,0.1322,18.4764,0.0448561470727,0.0022918187597,0.00104840502933,0.0966,0.0454378374502,4,89.9827,14.53,0.918340679281,0.92913604148,0.0012364763745,0.0474269292857,0.906044259513,0.0570384774685,0.282436132131,5.4076,0.208434915436,0.1107,0.912983861322,0.259344350164,0.00103406867523,0.00119233678539,0.902152098641,5.7294,0.00126901346384,0.00224942961098,0.267396855435,0.75,0.75,0.895997630632,0.00233360462841,46.3338,0.00115748910163,4
0.252866568912,0.25,3,0.0395,22.3079,0.0476462138043,0.0020617301529,0.000958180304466,0.0178,0.0475439934776,5,126.6136,16.3116,0.906645465863,0.910332969962,0.00110737426167,0.150235955146,0.880171741705,0.0629900173855,0.275500857767,5.9108,0.262211681922,0.0228,0.887698681108,0.24533962951,0.000926005783954,0.00110095461831,0.885078470229,6.022,0.00113268734029,0.00201493059055,0.346801215708,0.75,0.75,0.878000144273,0.00208999793097,91.6047,0.001072819088,4
0.279679186539,0.25,4,0.3648,11.1738,0.0340597135742,0.002770790644,0.00113612251807,0.3142,0.0355008382074,2,45.1077,10.6277,0.924798705802,0.952232137925,0.00148529030353,0.0160958089957,0.941891509575,0.0406460938681,0.276941247686,3.793,0.118452618692,0.3943,0.954970076779,0.266600619335,0.00139694427531,0.0010940915693,0.925656392239,4.5438,0.00127743995561,0.00270661937243,0.13613967603,0.75,0.75,0.915269042833,0.0027699609842,14.057,0.00137136987788,4
0.28425987883,0.25,4,0.1722,20.3562,0.0454050373368,0.00231565090786,0.00109812486529,0.1619,0.0477263130814,3,92.382,15.1557,0.920931461168,0.934547063555,0.00125389760618,0.0181790076407,0.925588351827,0.0573151670528,0.28031221359,5.6496,0.215162961769,0.1991,0.938494728795,0.271353501862,0.00112256208495,0.00109627386391,0.923204805587,6.2915,0.00123096960072,0.00226184057347,0.270767986154,0.75,0.75,0.911213878806,0.00232373180735,30.2088,0.00114472850661,4
0.261346351959,0.25,4,0.0334,25.4541,0.0487076120728,0.00198158464297,0.000967678884945,0.0218,0.0503220522301,4,149.5867,18.2306,0.90087047473,0.904181400874,0.00106810125529,0.0483749995722,0.883718103501,0.0656951952358,0.269656872336,6.3322,0.290440113448,0.031,0.895870880497,0.249193574962,0.00093369492344,0.0010419767018,0.892539608356,6.553,0.00109882141218,0.00194815859802,0.389395251975,0.75,0.75,0.881126664793,0.00199837790236,61.4856,0.0010071582293,4
0.278618055081,0.25,5,0.1475,15.2542,0.038772482357,0.00247569524888,0.00123964722584,0.1778,0.0428532490762,2,66.8868,13.1597,0.909734238626,0.923048438428,0.001304650207,0.0172778213673,0.925911160958,0.0533057440811,0.26230873167,4.2955,0.170057470521,0.2243,0.93935776184,0.2651714542,0.00125416115567,0.00114625638872,0.92182256264,5.36,0.00126754138336,0.0024285583353,0.208935240093,0.75,0.75,0.909889517098,0.00250251780069,17.163,0.00122666527155,4
0.271126945905,0.25,5,0.032,24.6145,0.0459805406858,0.00206272979276,0.00103379136665,0.0372,0.050259649158,3,133.3649,17.6367,0.896614252288,0.899922596215,0.0010758853442,0.0188028140893,0.897262726975,0.0672513039087,0.258111801857,5.7837,0.271074865256,0.0507,0.912937740262,0.255451932617,0.00100240044134,0.00103746936515,0.908287938757,6.6093,0.00110891064034,0.00200147004065,0.377899925252,0.75,0.75,0.893293235329,0.00208013812682,37.2288,0.00101084411627,4
